id,genre,track_name,artist_name,valence,energy
3bqzeiktzDnOu7RtbB8kb6,bossanova,Zimbo Samba,Zimbo Trio,0.498,0.545
3t9W5A0Buruunc8SJwUB0a,bossanova,Triste Alegria,Miúcha,0.82,0.456
7tKo2fr1Muzpvps7vLi6C5,bossanova,Cade Voce? - Instr.,Bebel Gilberto,0.595,0.65
4OGx2EAXeR2it0ZPUveuip,bossanova,A Rã,Eddy Palermo,0.778,0.607
7crW4JI0pCXpD8megZliLS,bossanova,Como Dizia O Poeta,Vinícius de Moraes,0.95,0.72
5H9Qw4EwuEzElq6ihi4LS0,bossanova,E Vem o Sol,Marcos Valle,0.677,0.425
1Cv5zlU8GU8WS5rpkmiRZ3,bossanova,Olhos Nos Olhos,Chico Buarque,0.0476,0.168
6fKJobugVW5b3d8wb2advI,bossanova,Cor e Acordes,Ale Vanzella,0.768,0.617
3j00vK1c1OAf9V3sT7soSv,bossanova,Aula de Matemática,Miúcha,0.501,0.389
2vdiEq7UjuSWZjhUCw0obZ,bossanova,So Danco Samba,Joao Gilberto & Astrud Gilberto,0.751,0.259
7amGaJo29GAfA1hVyrlcFG,bossanova,Meditação,Nara Leão,0.527,0.408
48HGxgXEqOJNCTRiah4yGC,bossanova,Desafinado,Toquinho,0.691,0.595
3nKrTkmkWEBVgUXA2OTxga,bossanova,Inutil Paisagem - Useless Landscape,Palmyra & Levita,0.123,0.103
3u70XHB13btIIcdjh6pi3I,bossanova,Arrastão,Vinícius de Moraes,0.337,0.511
41qE0F67LcEzybdM7CABr8,bossanova,Voodoo Village,Bola Sete,0.7,0.433
7q4imMEKvVC3mCZWhOjgLj,bossanova,Agarradinhos,Eddy Palermo,0.324,0.323
6duCSt04wFujVGFbIBO4JQ,bossanova,Mais Um Adeus,Vinícius de Moraes,0.627,0.568
4l5gY5slYSwcDTeLgwNN3d,bossanova,Maria Ninguém (Maria Nobody),Carlos Lyra,0.482,0.178
6JTdgLMwzCROSuBybZkx3U,bossanova,A Rita,Chico Buarque,0.811,0.431
6z5Ec9bB3E5I3gyL2E7dBk,bossanova,Maria,Laurindo Almeida and The Bossa Nova All Stars,0.644,0.186
1Qv9z6cpufktZbZk1zyM1r,bossanova,Palhacada,Maysa,0.754,0.82
5ErrzlyNKn1t1igxV5tdHc,bossanova,A Tonga da Mironga Do Kabuletê,Vinícius de Moraes,0.885,0.779
2P0nOcYl6xEjj39yo5R6BA,bossanova,Here's That Rainy Day,Palmyra & Levita,0.282,0.122
2fiBbH8FFGV9CKFWobP2ES,bossanova,Nós Dois (We Two),Carlos Lyra,0.342,0.158
0si6vGHKLQDsCvbfazcFD4,bossanova,Canto De Iemanjá,Vinícius de Moraes,0.325,0.365
0s4ad5dF6dqSkFRFGWe3Es,bossanova,Cantiga de Cego,Dori Caymmi,0.199,0.299
0oCkjBYVtFetygClBlbUUG,bossanova,Nó Cego,Miúcha,0.232,0.196
78GWC54wJPy0mOQiFf0PEM,bossanova,Eu Sei Que Vou Te Amar,Eddy Palermo,0.343,0.459
5PV8YKKZ5xCUDP9HoS5Tca,bossanova,Samba de Minha Terra,Joao Gilberto & Astrud Gilberto,0.778,0.347
46hrcHhOBqqkcKQnFPAmw2,bossanova,Sonho de Maria,Marcos Valle,0.322,0.359
0ppMUcT8cgysfhD6SHZpdq,bossanova,Samba Da Bencao,Toquinho,0.472,0.61
5PovGliLqeT8G1wbATO3Qc,bossanova,Tô Voltando,Bossacucanova,0.836,0.816
4SvrcCGSJrWlryWbPNUNML,bossanova,Inútil Paisagem,Zimbo Trio,0.169,0.295
4xipDUILC7OcKgmAmvUeJi,bossanova,Rapunzel - Preo Remix,Palmyra & Levita,0.338,0.78
2CJRVxsXtH9l6UT4WYG97D,bossanova,Só Mesmo por Amor (Just for Love),Carlos Lyra,0.226,0.149
6SZbik5rmBTlgMHxHVXquA,bossanova,Agua De Beber,Maysa,0.61,0.555
1ZMPEQKiTF9JHMBORKFTS4,bossanova,Tim Tim por Tim Tim,Various Artists,0.639,0.587
5fkAlnOp0aOqS0jEmVGths,bossanova,Two Kites / Fotografia / Eu Preciso De Você,Wanda Sá,0.809,0.447
08sdC5iVk8lgE6otpHj6AO,bossanova,Charles Anjo 45,Gal Costa,0.587,0.0207
0xZkPDhEmyDRxix7mdqMwx,bossanova,Manha de Carnaval,Joao Gilberto & Astrud Gilberto,0.187,0.033
35ewuwYGh62Q2ij7Ca2nRd,bossanova,Wave,Eddy Palermo,0.624,0.488
4C7vOrQUW2d1zUDdHNyjEA,bossanova,Melancia e Coco Verde,Vinícius de Moraes,0.545,0.466
7EV9DlJQ67pGsPGpLXioKC,bossanova,Corcovado - Quiet Night,Palmyra & Levita,0.238,0.148
3jEMU8FbxV3HEC427KFRG8,bossanova,Wave,Various Artists,0.378,0.376
01bTsmrIaLeFFNMt1J6Dx9,bossanova,Maldade,Maysa,0.519,0.615
3QP4cdemX0QJ820UBGn54u,bossanova,Brigas Nunca Mais,Joao Gilberto & Astrud Gilberto,0.686,0.175
7p6uE4Kr681uwO0I4wOFF2,bossanova,Ciúme (Jealousy),Carlos Lyra,0.799,0.257
20XAR4Kjt5HR3ERoVwJnRV,bossanova,Falando de Amor,Miúcha,0.326,0.221
69wZAsbchNjm7n82KqCtEn,bossanova,Faltando Um Pedaço,Rosa Passos,0.163,0.185
17Whv73WwASHSrlI1mu3lc,bossanova,Só Danço Samba / o Pato,Various Artists,0.78,0.595
5KZtBxjmvVsGhF25lRzfXt,bossanova,P'ruzé,Eddy Palermo,0.654,0.519
1nt5yg1v0Ln0Iw5D8FxvS0,bossanova,Vem Do Amor,Carlos Lyra,0.67,0.334
2YtG7KBUTYyy6E5MUFpGoA,bossanova,Grudge,Ale Vanzella,0.882,0.727
2MZdrGZdYbO8ycWlpzvIr5,bossanova,Vivo Sonhando - Dreamer,Palmyra & Levita,0.222,0.204
56PDYf2Ph8JYYUGx9npsaD,bossanova,Garota De Ipanema,Nara Leão,0.416,0.224
6lWhNN41RbDqzP5kHzXlCk,bossanova,Desafinado,Laurindo Almeida and The Bossa Nova All Stars,0.778,0.319
0DSaeEem6WZzZXCmWFkE3n,bossanova,Corcovado,Toquinho,0.506,0.512
3GsN7XUul6ULQo9UuME4uv,bossanova,If I Drown,Ale Vanzella,0.442,0.461
53CmGQjGw8YQ8sqhNQjwLb,bossanova,História Pro Sinhôzinho,Dori Caymmi,0.346,0.37
1E3QGzJ9MXTq2pxu1BZ1Gu,bossanova,Vim de Santana,Bossa Jazz Trio,0.591,0.696
3yMYorPR6ukNkOXkygIXc4,bossanova,Telefone,Various Artists,0.854,0.755
0Y8J9GJ1rEHidrtcNxsh8e,bossanova,Words,Bebel Gilberto,0.103,0.0886
0fUBBvaPWUhgaqCV5QKAPp,bossanova,Solidao,Maysa,0.287,0.217
5KExE7nOdScwwMuvWYJKLm,bossanova,Petite Fleur,Laurindo Almeida and The Bossa Nova All Stars,0.835,0.296
6PzgsHRI7UocTh7WvyMYMK,bossanova,Maria Vai Com As Outras - Ao Vivo Em Montreux,Vinícius de Moraes,0.623,0.807
3xLa3PKaUzRyfekcIlvl13,bossanova,Só Danço Samba,Eddy Palermo,0.723,0.614
08mpVwPOT1MvWnGLm4W4Fc,bossanova,Meu Pai Oxalá - Live,Vinícius de Moraes,0.72,0.451
77yu6vnEZtZAQ0iypaxYyp,bossanova,A Vez Do Dombe,Vinícius de Moraes,0.965,0.652
6W8XHqFU9sbBEyi8FxCCs0,bossanova,Deixa a Menina,Bossacucanova,0.698,0.813
4ppA4CKfqPCh6d5VFjvLMh,bossanova,O Nosso Amor,Joao Gilberto & Astrud Gilberto,0.888,0.302
22AYzw1zZgf7p4ZUjZCgzt,bossanova,Chora Tua Tristeza (Cry Your Sadness),Carlos Lyra,0.854,0.248
21tZV1CWmEWlhJOvnTZp7u,bossanova,Nós e o Mar - Instrumental,Various Artists,0.705,0.562
4jLIEXcCB5jeo66t53tP4f,bossanova,Samba da Rosa,Vinícius de Moraes,0.415,0.747
5ObbENesRKdAzkvvPXrSM7,bossanova,"Zanga, Zangada",Wanda Sá,0.581,0.478
6b4ZEmY1fWYXdaZCfKmFZv,bossanova,Pot-Pourri: Sereia / Rainha do Mar,Dori Caymmi,0.248,0.474
3pwM2q78uzDxjVDMPBYDwg,bossanova,Bye Bye Brasil,Chico Buarque,0.475,0.367
7wFSWqfK6uaNM4rqV8WwXQ,children,I'm Not Perfect,The Laurie Berkner Band,0.653,0.397
1EzaEQ1hUWj7NWphY5Allw,children,Mmm Yeah,Austin Mahone,0.977,0.939
5rb9QrpfcKFHM1EUbSIurX,children,Yeah! (feat. Lil Jon & Ludacris),Usher,0.583,0.791
4f2FDf06hmv5YptohyLQV8,children,I Don't Want to Live on the Moon,Sesame Street,0.455,0.217
3usKIsuQTKeUynPMz5k303,children,One Everything,They Might Be Giants (For Kids),0.765,0.582
6MjiVEJy1YVuJNFu72OH61,children,Bad Romance,Lady Gaga,0.717,0.919
1rcmUjGK1uonLN3uBpAcU5,children,Zo bijzonder,Kinderen voor Kinderen,0.858,0.914
4Cd01GWLuMTNZhW0DE7cF4,children,Gitchee Gitchee Goo,Various Artists,0.895,0.946
2b712q3E27nyW6LGsZxr0y,children,Dancing On My Own,Robyn,0.261,0.865
69yVxyuRahEzs2taFMVVoO,children,Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,0.815,0.933
3gCDFNnyBoPP5rkBAn8EAR,children,Give Your Heart a Break,Demi Lovato,0.569,0.695
14fmbvjYLqRZEXz1VZdM2M,children,We Found Love,Rihanna,0.609,0.74
1p71gtNQ7bolivNnzmNGAu,children,"If I Didn't Have You - From ""Monsters, Inc.""",Various Artists,0.61,0.482
5BWbhDZB3TJgF7hb2TlTIG,children,"Let It Grow - From ""Dr. Seuss' The Lorax""",Various Artists,0.326,0.391
2FiceoWDJ67rrmb5tGBpgE,children,Ghost,Ella Henderson,0.486,0.836
4rwpZEcnalkuhPyGkEdhu0,children,Scary Monsters and Nice Sprites,Skrillex,0.324,0.944
5IWmU2PNimgYuTLddU2DRo,children,Payphone,Maroon 5,0.556,0.744
6rqY8aewgPpg4ILN96vo3f,children,Ba Ba Black Sheep,Caspar Babypants,0.902,0.379
6suDwyuHm9aTkEGEd5FSNf,children,"Bella Notte - From ""Lady And The Tramp"" Soundtrack",Various Artists,0.284,0.275
14YXTKcPobTPteF6dyf3zB,children,"Infinity and Beyond - From ""Toy Story""",Various Artists,0.181,0.203
1R2SZUOGJqqBiLuvwKOT2Y,children,Gangnam Style (강남스타일),PSY,0.757,0.938
7LaUGKo8RjOjalzzfmgEY7,children,Seven,They Might Be Giants (For Kids),0.895,0.8
6HFbq7cewJ7rPiffV0ciil,children,A Sky Full of Stars,Coldplay,0.162,0.675
7bprRkhvOXWmWpqOrEWbXu,children,So What,P!nk,0.402,0.864
1yjY7rpaAQvKwpdUliHx0d,children,Still into You,Paramore,0.765,0.923
5nWbbQ0sIEabqPxAdqmh66,children,Sweet Disposition,Various Artists,0.347,0.804
3YbyGGXGLp1O5dwJXmgwxF,children,Infinity - They Might Be Giants,They Might Be Giants (For Kids),0.889,0.777
0bTnB8YDYijhQbSWwpQYDU,children,"Let It Go - From ""Frozen / Single Version",Various Artists,0.215,0.624
75a5fcQSduYyC93gXtgGhk,children,Like Me,Various Artists,0.715,0.874
6nNI7zCfOv7pgphR6lnAQ7,children,Banana,Yo Gabba Gabba,0.965,0.802
0rysjJ0FxoCLKZvd7enU9m,children,Don't Be Afraid,Yo Gabba Gabba,0.822,0.544
5J4pDyvjRrYfcgHetKjKSj,children,"Part of Your World - From ""The Little Mermaid"" Soundtrack",Various Artists,0.323,0.132
5Z7ygHQo02SUrFmcgpwsKW,children,Wild Ones (feat. Sia),Flo Rida,0.45,0.889
0CfjYjURpMhOP0WCcRTxia,children,The Sharing Song,Jack Johnson,0.534,0.427
7EYWEwJyai7udNmqvRPsZM,children,Blame (feat. John Newman),Calvin Harris,0.367,0.859
3EhaYjLbfHQ8ye7VfA6fBM,children,"K3 Medley - Live in de Arena, Amsterdam / 2011",De Toppers,0.608,0.92
5qenjruhH69fysNrONz1uR,children,I Love My Lips,VeggieTales,0.75,0.56
3v0ouAltce6AySBTYBP3pk,children,Bagagedrager,Gers Pardoel,0.612,0.725
3EiEbQAR44icEkz3rsMI0N,children,Scream,Various Artists,0.881,0.718
2Rddbad3XaTds95LY8iidH,children,What's This?,Various Artists,0.489,0.411
4vg8cIjZkmTnTgsHRvjSTj,children,The Song Of Cebu,VeggieTales,0.93,0.686
4rlWtsOCfxD8u1aCbbaHHp,children,Life Is A Highway,Rascal Flatts,0.581,0.933
0bg6otrW5gxNnlCqrCrXyd,children,Dynamite,Taio Cruz,0.818,0.804
2fQxE0jVrjNMT9oJAXtSJR,children,Domino,Jessie J,0.781,0.557
6SKwQghsR8AISlxhcwyA9R,children,Marry You,Bruno Mars,0.452,0.82
5Qyd8l057fKYP5A3Xdt7gW,children,D Is for Drums,They Might Be Giants (For Kids),0.723,0.703
0BXmWSeBL9zIazKcbvr2pb,children,Cruella De Vil - Soundtrack Version,Various Artists,0.294,0.159
6WfDlkxh3cFinLzRX8A2nP,children,Chasing The Sun,The Wanted,0.644,0.724
7zKTKBVQy5OEuqodQ1HJOn,children,Love Your Neighbor,VeggieTales,0.668,0.395
6jTZGXH1cOQM3jhh07ZE1y,children,Down By The Bay,Raffi,0.869,0.144
2oTDOIAdsxPTE7yAp4YOcv,children,Jump Around,House Of Pain,0.818,0.71
63OHQ5zebkOIllF9O3372c,children,Life's A Happy Song,The Muppets,0.415,0.545
2Oj5BXOY01EDuJhVYNlEoq,children,Safe And Sound,Capital Cities,0.836,0.783
68BT9XvXmCWbMAtjH9LT27,children,Friend Like Me,Various Artists,0.666,0.486
3D4QFgYa3P9P0gjmv4eX6I,children,Chandelier,Sia,0.618,0.784
2B2NACOT1QShcVDU5cIJL3,children,Ymca,Various Artists,0.671,0.951
18Tt0eJMSIwvSFjasjZfYZ,children,You're You - Outtake,Various Artists,0.494,0.186
7BjvaB3uKVoGTo7DX1RGkZ,children,This Land,Various Artists,0.172,0.271
75VVIB2x1h6BfxD2PqOO57,children,"Healing Incantation - From ""Tangled""/Soundtrack Version",Various Artists,0.35,0.0279
6TwfdLbaxTKzQi3AgsZNzx,children,Daylight,Maroon 5,0.331,0.679
2aguSiD8qwSjjRWLsW9qaF,children,Nonagon,They Might Be Giants (For Kids),0.952,0.802
5XbEpHHrEliVNo2Vbf1Nqk,children,Popular,Eric Saade,0.526,0.965
7iQ0LPpCjATFwuMrTYzJeh,children,I'm Gonna Catch You,The Laurie Berkner Band,0.927,0.516
2Uu4AnnMTJpevC0IrwAuOW,children,Bananaphone,Raffi,0.832,0.61
1L6NSZq5R7lMcVw0YOrUE9,children,Do-Re-Mi,Original Soundtrack,0.502,0.216
1jZoGtevdudsWGutEgNbl0,children,When I Hear Music,Yo Gabba Gabba,0.93,0.909
4hy4fb5D1KL50b3sng9cjw,children,Smells Like Teen Spirit,Nirvana,0.826,0.875
0FmMxiHSHWT7J15PxHHplH,children,Spring Pageant - Outtake,Various Artists,0.461,0.32
1nCsAJ0Cp1GHNPbRkfXy1m,children,Let It Grow (Celebrate The World),Various Artists,0.299,0.666
3GCL1PydwsLodcpv0Ll1ch,children,You Belong With Me,Taylor Swift,0.443,0.783
2Pavqy0vPxGilGe0IIetdP,children,Geronimo,Sheppard,0.437,0.771
5WiXfyDi3VCuimSVS4GG96,children,The New and Improved Bunny Song,VeggieTales,0.575,0.558
1r8Clr74LTo1zIHRqNdcFv,children,Under a Shady Tree,The Laurie Berkner Band,0.881,0.542
1gihuPhrLraKYrJMAEONyc,children,Feel So Close - Radio Edit,Calvin Harris,0.919,0.924
2JAbmSg6FpoXlxRx1Rr2fY,children,"The Time Of Your Life - From ""A Bug's Life""",Various Artists,0.593,0.553
1G8DggfK35Le9svVcBQAEj,children,Alphabet of Nations,They Might Be Giants (For Kids),0.456,0.936
7sKChFvViJZ6FzQZwCuPqZ,children,"Elsa and Anna - From ""Frozen""/Score",Various Artists,0.13,0.173
3G6hD9B2ZHOsgf4WfNu7X1,children,Team,Lorde,0.416,0.578
52eB3fHjyqjx9v05xhA7id,children,Here We Go,The Fresh Beat Band,0.963,0.943
5U8hKxSaDXB8cVeLFQjvwx,children,The Monster,Eminem,0.567,0.85
7GFLesaZQXDbwzgc4NffG9,children,Soldiers,Ulrik Munther,0.536,0.826
4P73qgh9VA1S9Hct6VhLI4,children,"Feed The Birds (Tuppence A Bag) - From ""Mary Poppins""/Soundtrack Version",Various Artists,0.148,0.0719
70b5Sq3ePOu3Gqg0hjlOtR,children,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Various Artists,0.43,0.411
78EMhiyAcalWWtnpk20Eoo,children,Honor To Us All,Mulan - Cast,0.652,0.242
6D5pfooPP6hi99RaXjkDsP,children,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,0.114,0.813
12qZHAeOyTf93YAWvGDTat,children,All The Small Things,blink-182,0.712,0.893
45kbpUIFmkS9Xla7hMXpzn,children,One More Night,Maroon 5,0.613,0.82
4MSvuM0spgn3m4YAkIxsio,children,The Yodeling Veternarian of The Alps,VeggieTales,0.66,0.372
6dEnpbXyamib2EJnRhTt0G,children,Suit & Tie,Justin Timberlake,0.357,0.596
0TDLuuLlV54CkRRUOahJb4,children,Titanium (feat. Sia),David Guetta,0.301,0.787
7pNC5ZIKtwUK0ReSpM3P9f,children,Black Widow,Iggy Azalea,0.519,0.72
0XzkemXSiXJa7VgDFPfU4S,children,Blurred Lines,Robin Thicke,0.863,0.503
7f3fra26QgmO2zgq2b4SOY,children,Pig On Her Head,The Laurie Berkner Band,0.894,0.632
4MJlgdrGLaayCTPtdn0kII,children,Do What U Want,Lady Gaga,0.567,0.821
4Edtgs4Io5HYYN6MDZ4i5G,chill,Let's Get It On,Marvin Gaye,0.679,0.637
5fnA9mkIfScSqHIpeDyvck,chill,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,0.8,0.875
6zwUw48YOZL1CE8toS0WGN,chill,Fantasy,The xx,0.0345,0.0749
4nthV2eZAXnt4yiJMocLkG,chill,Dilemma,Nelly,0.613,0.552
3GSYWQNnSdovwC2H8HpziA,chill,Almost Lover,A Fine Frenzy,0.167,0.24
4KnpSJBbcpJBAjEaaJBcL8,chill,Badfish,Sublime,0.516,0.419
4Q6Kuze3wNMQRjamyBjHUR,chill,Rivers and Roads,The Head And The Heart,0.161,0.194
2rJojRundKuKFgbvmCAYva,chill,Me And My Broken Heart,Rixton,0.516,0.775
3RVupqMb1zXl8FNG9TlWBZ,chill,Mykonos,Fleet Foxes,0.344,0.45
6shRGWCtBUOPFLFTTqXZIC,chill,Upside Down,Jack Johnson,0.65,0.655
0c4IEciLCDdXEhhKxj4ThA,chill,Madness,Muse,0.218,0.417
35aNHKBZWXXbL9KQK7O5Nk,chill,Hurricane,MS MR,0.262,0.68
6IwKcFdiRQZOWeYNhUiWIv,chill,No One,Alicia Keys,0.167,0.549
33fdvicpRVPWCPz19Obajn,chill,Back To Black,Amy Winehouse,0.335,0.725
1HL3yEnYq8LEyFQ3QegA5V,chill,Crash into Me,Dave Matthews Band,0.555,0.677
0dh2F3Mi1b1EGafGmvUC9M,chill,Space Walk,Lemon Jelly,0.592,0.89
3YKptz29AsOlm7WAVnztBh,chill,Kiss from a Rose,Seal,0.224,0.533
2JFEZO2ZxzffY0wd9MYEu3,chill,A Thousand Miles,Various Artists,0.352,0.712
1fRYJWQZw6IGZU6u3rpqBO,chill,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,0.646,0.371
38YgZVHPWOWsKrsCXz6JyP,chill,Come On Get Higher,Matt Nathanson,0.617,0.623
1NiZ7FqRnm9iqLjfeiZmNn,chill,Cmyk,Smolik,0.746,0.681
7Lf7oSEVdzZqTA0kEDSlS5,chill,Cry Me a River,Justin Timberlake,0.564,0.654
7uv632EkfwYhXoqf8rhYrg,chill,Angel,Massive Attack,0.0671,0.309
5Anh8jULgeUgciLHCR25Mk,chill,Like A Star,Corinne Bailey Rae,0.142,0.226
6XDdmCAuodZfXtEgJcxpS2,chill,Heart of Gold,Neil Young,0.834,0.48
6lWuJS86p0q5JAKekgETcN,chill,Sky and Sand,Paul Kalkbrenner,0.526,0.329
3gqP2hxwgi6mb8FhtEe4zU,chill,The Wolves,Ben Howard,0.507,0.531
1YI0uK36eupTmw9F8kHysr,chill,Sunday Morning,Maroon 5,0.805,0.76
5cwN1htZyoWqZCc33f3RfE,chill,The High Road,Broken Bells,0.603,0.638
1nl09AjkuO7BBRF3BFAPsC,chill,Man in the Mirror - Remastered Version,Michael Jackson,0.264,0.813
0p6GeAWS4VCZddxNbBtEss,chill,Hometown Glory,Adele,0.211,0.336
4lY95OMGb9WxP6IYut64ir,chill,Shake It Out,Florence + The Machine,0.221,0.804
6GrrkiCRO3HYdgRpO4eKEL,chill,Swing Life Away,Rise Against,0.789,0.426
6cNajGUxKP53LIg0LzlfQt,chill,Climax,Usher,0.333,0.478
34gCuhDGsG4bRPIf9bb02f,chill,Thinking out Loud,Ed Sheeran,0.591,0.445
0gEyKnHvgkrkBM6fbeHdwK,chill,Linger,The Cranberries,0.204,0.434
4HRa9ZWcmZ8JD7UySPu0wT,chill,Don't Stop (Color on the Walls),Foster The People,0.79,0.948
0BCPKOYdS2jbQ8iyB56Zns,chill,Clocks,Coldplay,0.255,0.749
0MTHQlWgo6iCNjXgM5Z9fr,chill,I Gave You All,Mumford & Sons,0.0557,0.296
5HQVUIKwCEXpe7JIHyY734,chill,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.531,0.655
6eLrCtqlpjroAkES2EHCx0,chill,Sing,Ed Sheeran,0.939,0.67
4KoecuyOpZaNFZ0UqVsllc,chill,Follow Me,Uncle Kracker,0.916,0.585
1Er5JMNcguoBMFXxwZ7BWH,chill,White Winter Hymnal,Fleet Foxes,0.649,0.534
3YfovjrAI1m5Y5kprgEXcm,chill,The Worst,Jhené Aiko,0.12,0.406
6UaRii9AH6Zss9xNMEQ2M9,chill,Love The Way You Lie,Eminem,0.638,0.922
3u1Er1rkjn1oSz1xdZH3ZD,chill,Call It What You Want,Foster The People,0.725,0.967
2NXuZs8lLkkLkpFTAV7N14,chill,Red Star - Original Mix,Various Artists,0.585,0.478
5E3jbxmonQ370P93Qdfy5Y,chill,Paper Aeroplane,Angus & Julia Stone,0.352,0.416
3n69hLUdIsSa1WlRmjMZlW,chill,Breezeblocks,alt-J,0.293,0.658
7hrDA2n8BVGLyHra0rBiFd,chill,Younger - Kygo Remix,Seinabo Sey,0.645,0.489
4uOKFydzAejjSFqYbv1XPt,chill,Red Red Wine,UB40,0.843,0.468
7LDe75cRmbXNcMTGXR5sze,chill,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,0.353,0.537
6rvo2EAdn5U47Nn9kWhLpz,chill,Heartbeat,Childish Gambino,0.368,0.558
1zVhMuH7agsRe6XkljIY4U,chill,human,Christina Perri,0.253,0.489
1mea3bSkSGXuIRvnydlB5b,chill,Viva La Vida,Coldplay,0.417,0.617
56ZDcszhe1eCeghso93fXP,chill,Sunshine,Matisyahu,0.793,0.791
3FCto7hnn1shUyZL42YgfO,chill,Piano Man,Billy Joel,0.431,0.472
0qcr5FMsEO85NAQjrlDRKo,chill,"Let It Go - From ""Frozen""/Soundtrack Version",Various Artists,0.371,0.485
4oeRfmp9XpKWym6YD1WvBP,chill,You and I,Ingrid Michaelson,0.509,0.298
4T2SmVJPtDdugk5j5xV1d5,chill,You And Me,Lifehouse,0.363,0.428
60ZGteAEtPCnGE6zevgUcd,chill,Mountain Sound,Of Monsters and Men,0.37,0.879
1vxw6aYJls2oq3gW0DujAo,chill,Crazy,Gnarls Barkley,0.64,0.587
2MQ51y5NhCyva4SgWmK2Me,chill,Ghetto Gospel,2Pac,0.663,0.614
1mzGywacjpeik00PVLBPpF,chill,All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,0.178,0.72
4LloVtxNZpeh7q7xdi1DQc,chill,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.435,0.296
3Otjx9ULpmWdUbkDTYDXHc,chill,Only Time,Enya,0.213,0.249
3cnRYoW4nYzIuVPCp7k5iG,chill,Breakdown,Jack Johnson,0.443,0.394
7Dbg5O9nNWu6SWxDjJ9qoq,chill,In The Air Tonight,Phil Collins,0.357,0.313
0nJW01T7XtvILxQgC5J7Wh,chill,When I Was Your Man,Bruno Mars,0.387,0.28
6jdOi5U5LBzQrc4c1VT983,chill,"Hold On, We're Going Home",Drake,0.289,0.414
3dw0A0cbqT6Oy2V8KfGwIT,chill,Tiptoe,Imagine Dragons,0.25,0.82
3tCwjWLicbjsMCvXhN0WOE,chill,Rude,MAGIC!,0.899,0.807
7vcuTZAFyu0Z5dgMRLR0h0,chill,Such Great Heights,Iron & Wine,0.552,0.275
7w87IxuO7BDcJ3YUqCyMTT,chill,Pumped Up Kicks,Foster The People,0.965,0.71
6efNOpesYf3u9vOScWE5Me,chill,"Minnesota, WI",Bon Iver,0.5,0.342
1ph6Bncj7s3BmYp6FkIzP8,chill,Miss You,Various Artists,0.216,0.134
3DDGhkxq3FeUorZppSgeLE,chill,Somewhere Only We Know,Lily Allen,0.278,0.286
131l5GkXPIk81bxihGypPt,chill,Uncover,Zara Larsson,0.312,0.456
0ygAYQQy7bfDN6gH640bbl,chill,Wake Me Up,Ed Sheeran,0.336,0.209
6MDTpYxPFL0wtFd0pjfKws,chill,Rhythm Of Love,Plain White T's,0.726,0.542
71m4tRFTR2f7mQTNOmQe65,chill,Wash.,Bon Iver,0.324,0.149
0pEb2cHdPKyKBAanFUOLTp,chill,Koop Island Blues,Koop,0.521,0.537
2tKKxF5LTNcSlVtrLSlaMD,chill,The General,DISPATCH,0.66,0.673
6fvu2d6gHAdiNCMco4lTxK,classical,Passion Week: Of Your Mystical Supper,Cappella Romana,0.0372,0.0581
5h4bVElGkP6CryCHL8WMd8,classical,Trumpet Tune,The Prague Brass Soloists,0.449,0.0887
5vWB9HbTnP0n6aXZpMqBiQ,classical,"Sibelius: Finlandia, Op. 26",Jean Sibelius,0.059,0.129
7pHdkCXkeC8AYHMcIDzUdf,classical,"The Planets, Op. 32: Jupiter, the Bringer of Jollity",Stuttgart Radio Symphony Orchestra,0.279,0.229
2w1UWIyMRcNqbseWaJJ5XX,classical,The Firebird Suite *: Finale,Igor Stravinsky,0.0568,0.287
3BO3R8SLyb9cfSCgk1kXUl,classical,Happiness,Jónsi,0.0384,0.247
1zOqrZCX1qyzyIlhMXALH2,classical,Jonchaies,Iannis Xenakis,0.0375,0.702
18mjTyCpqUWuF1HedQZW4s,classical,Requiem: II. Dies irae,Giuseppe Verdi,0.22,0.188
0P3TUNfXfhdJ4rgdZAUL6i,classical,"Má vlast (My Country): No. 2, Vltava [Moldau]",Bedřich Smetana,0.0387,0.114
5pg9vSNAOFLtyZpUU42cBo,classical,Warsaw Concerto,Jean-Yves Thibaudet,0.0377,0.145
6uUiEQPBSdKQF8XUrsRhJk,classical,Whispers,The National Lutheran Choir,0.0284,0.0114
0x4BHMMfw7P0xyynPTj8RY,classical,Sonata for Tuba,Paul Hindemith,0.0883,0.0374
6gz6rxRge7BLRreM9uJXxI,classical,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave",Arnold Schoenberg,0.0368,0.101
4BkaO57Zh4Ra5aMIwrzAeT,classical,"Strauss, R: Also sprach Zarathustra, Op. 30 (Opening)",Various Artists,0.0372,0.245
